Vardas              Pavarde             Galutinis           
Vardas7449          Pavarde7449         4.24
Vardas1683          Pavarde1683         4.24
Vardas4833          Pavarde4833         4.24
Vardas5709          Pavarde5709         4.24
Vardas476           Pavarde476          4.24
Vardas8897          Pavarde8897         4.24
Vardas3133          Pavarde3133         4.24
Vardas6806          Pavarde6806         4.24
Vardas4030          Pavarde4030         4.24
Vardas5871          Pavarde5871         4.24
Vardas5716          Pavarde5716         4.24
Vardas4484          Pavarde4484         4.24
Vardas7530          Pavarde7530         4.24
Vardas8597          Pavarde8597         4.25
Vardas7444          Pavarde7444         4.25
Vardas7969          Pavarde7969         4.25
Vardas5563          Pavarde5563         4.25
Vardas4377          Pavarde4377         4.25
Vardas7768          Pavarde7768         4.25
Vardas4060          Pavarde4060         4.25
Vardas1060          Pavarde1060         4.25
Vardas1983          Pavarde1983         4.25
Vardas7151          Pavarde7151         4.25
Vardas6668          Pavarde6668         4.25
Vardas1885          Pavarde1885         4.25
Vardas5421          Pavarde5421         4.25
Vardas9016          Pavarde9016         4.25
Vardas276           Pavarde276          4.25
Vardas5577          Pavarde5577         4.25
Vardas8370          Pavarde8370         4.25
Vardas2237          Pavarde2237         4.25
Vardas7844          Pavarde7844         4.25
Vardas7848          Pavarde7848         4.25
Vardas3137          Pavarde3137         4.25
Vardas5234          Pavarde5234         4.25
Vardas6754          Pavarde6754         4.25
Vardas5420          Pavarde5420         4.25
Vardas2977          Pavarde2977         4.25
Vardas4452          Pavarde4452         4.25
Vardas1705          Pavarde1705         4.25
Vardas8309          Pavarde8309         4.25
Vardas4679          Pavarde4679         4.25
Vardas36            Pavarde36           4.25
Vardas1553          Pavarde1553         4.27
Vardas6330          Pavarde6330         4.27
Vardas871           Pavarde871          4.27
Vardas7914          Pavarde7914         4.27
Vardas6672          Pavarde6672         4.27
Vardas9932          Pavarde9932         4.27
Vardas9398          Pavarde9398         4.27
Vardas4353          Pavarde4353         4.27
Vardas1794          Pavarde1794         4.27
Vardas2903          Pavarde2903         4.27
Vardas6215          Pavarde6215         4.27
Vardas6344          Pavarde6344         4.27
Vardas9394          Pavarde9394         4.27
Vardas6198          Pavarde6198         4.27
Vardas9975          Pavarde9975         4.27
Vardas5245          Pavarde5245         4.27
Vardas5729          Pavarde5729         4.27
Vardas3758          Pavarde3758         4.28
Vardas1335          Pavarde1335         4.28
Vardas6873          Pavarde6873         4.28
Vardas6205          Pavarde6205         4.28
Vardas9911          Pavarde9911         4.28
Vardas7559          Pavarde7559         4.28
Vardas2422          Pavarde2422         4.28
Vardas9089          Pavarde9089         4.28
Vardas3759          Pavarde3759         4.28
Vardas9699          Pavarde9699         4.28
Vardas713           Pavarde713          4.28
Vardas7026          Pavarde7026         4.28
Vardas8429          Pavarde8429         4.28
Vardas3259          Pavarde3259         4.28
Vardas5164          Pavarde5164         4.28
Vardas8855          Pavarde8855         4.28
Vardas2545          Pavarde2545         4.28
Vardas497           Pavarde497          4.28
Vardas2938          Pavarde2938         4.28
Vardas6138          Pavarde6138         4.28
Vardas9416          Pavarde9416         4.28
Vardas1781          Pavarde1781         4.28
Vardas7989          Pavarde7989         4.29
Vardas1734          Pavarde1734         4.29
Vardas6455          Pavarde6455         4.29
Vardas5277          Pavarde5277         4.29
Vardas5251          Pavarde5251         4.29
Vardas480           Pavarde480          4.29
Vardas9500          Pavarde9500         4.29
Vardas2290          Pavarde2290         4.29
Vardas2600          Pavarde2600         4.29
Vardas7622          Pavarde7622         4.29
Vardas3123          Pavarde3123         4.29
Vardas5606          Pavarde5606         4.29
Vardas4370          Pavarde4370         4.29
Vardas2765          Pavarde2765         4.29
Vardas3113          Pavarde3113         4.29
Vardas3396          Pavarde3396         4.29
Vardas7280          Pavarde7280         4.29
Vardas1843          Pavarde1843         4.29
Vardas6283          Pavarde6283         4.29
Vardas549           Pavarde549          4.29
Vardas1527          Pavarde1527         4.29
Vardas8265          Pavarde8265         4.29
Vardas1444          Pavarde1444         4.29
Vardas5752          Pavarde5752         4.29
Vardas2347          Pavarde2347         4.31
Vardas2684          Pavarde2684         4.31
Vardas5211          Pavarde5211         4.31
Vardas1197          Pavarde1197         4.31
Vardas2701          Pavarde2701         4.31
Vardas3264          Pavarde3264         4.31
Vardas7057          Pavarde7057         4.31
Vardas526           Pavarde526          4.31
Vardas6170          Pavarde6170         4.31
Vardas9357          Pavarde9357         4.31
Vardas3666          Pavarde3666         4.31
Vardas1418          Pavarde1418         4.31
Vardas7287          Pavarde7287         4.31
Vardas5740          Pavarde5740         4.31
Vardas5971          Pavarde5971         4.31
Vardas9700          Pavarde9700         4.31
Vardas4823          Pavarde4823         4.31
Vardas3101          Pavarde3101         4.31
Vardas4734          Pavarde4734         4.31
Vardas6088          Pavarde6088         4.31
Vardas5619          Pavarde5619         4.31
Vardas2920          Pavarde2920         4.31
Vardas3400          Pavarde3400         4.31
Vardas4803          Pavarde4803         4.32
Vardas1664          Pavarde1664         4.32
Vardas5762          Pavarde5762         4.32
Vardas8893          Pavarde8893         4.32
Vardas5921          Pavarde5921         4.32
Vardas7332          Pavarde7332         4.32
Vardas8066          Pavarde8066         4.32
Vardas880           Pavarde880          4.32
Vardas5143          Pavarde5143         4.32
Vardas1524          Pavarde1524         4.32
Vardas9344          Pavarde9344         4.32
Vardas7398          Pavarde7398         4.32
Vardas6499          Pavarde6499         4.32
Vardas8652          Pavarde8652         4.32
Vardas4056          Pavarde4056         4.32
Vardas520           Pavarde520          4.32
Vardas3603          Pavarde3603         4.32
Vardas7680          Pavarde7680         4.32
Vardas3003          Pavarde3003         4.32
Vardas6432          Pavarde6432         4.32
Vardas1909          Pavarde1909         4.32
Vardas9134          Pavarde9134         4.32
Vardas472           Pavarde472          4.32
Vardas5266          Pavarde5266         4.32
Vardas481           Pavarde481          4.32
Vardas3011          Pavarde3011         4.32
Vardas2457          Pavarde2457         4.32
Vardas1744          Pavarde1744         4.32
Vardas5539          Pavarde5539         4.33
Vardas3540          Pavarde3540         4.33
Vardas1209          Pavarde1209         4.33
Vardas1948          Pavarde1948         4.33
Vardas879           Pavarde879          4.33
Vardas6207          Pavarde6207         4.33
Vardas8286          Pavarde8286         4.33
Vardas869           Pavarde869          4.33
Vardas423           Pavarde423          4.33
Vardas1108          Pavarde1108         4.33
Vardas4819          Pavarde4819         4.33
Vardas4811          Pavarde4811         4.33
Vardas685           Pavarde685          4.33
Vardas5372          Pavarde5372         4.33
Vardas89            Pavarde89           4.33
Vardas5335          Pavarde5335         4.33
Vardas8539          Pavarde8539         4.33
Vardas1793          Pavarde1793         4.33
Vardas3572          Pavarde3572         4.35
Vardas2720          Pavarde2720         4.35
Vardas2060          Pavarde2060         4.35
Vardas8693          Pavarde8693         4.35
Vardas5096          Pavarde5096         4.35
Vardas1428          Pavarde1428         4.35
Vardas7227          Pavarde7227         4.35
Vardas2653          Pavarde2653         4.35
Vardas4369          Pavarde4369         4.35
Vardas7020          Pavarde7020         4.35
Vardas7264          Pavarde7264         4.35
Vardas1413          Pavarde1413         4.35
Vardas7419          Pavarde7419         4.35
Vardas6141          Pavarde6141         4.35
Vardas5142          Pavarde5142         4.35
Vardas6503          Pavarde6503         4.35
Vardas7762          Pavarde7762         4.35
Vardas3531          Pavarde3531         4.35
Vardas34            Pavarde34           4.35
Vardas1549          Pavarde1549         4.36
Vardas4468          Pavarde4468         4.36
Vardas7247          Pavarde7247         4.36
Vardas9423          Pavarde9423         4.36
Vardas6615          Pavarde6615         4.36
Vardas9247          Pavarde9247         4.36
Vardas6717          Pavarde6717         4.36
Vardas2230          Pavarde2230         4.36
Vardas6320          Pavarde6320         4.36
Vardas3274          Pavarde3274         4.36
Vardas570           Pavarde570          4.36
Vardas9837          Pavarde9837         4.36
Vardas7721          Pavarde7721         4.36
Vardas7858          Pavarde7858         4.36
Vardas4157          Pavarde4157         4.36
Vardas5605          Pavarde5605         4.36
Vardas4438          Pavarde4438         4.36
Vardas1358          Pavarde1358         4.36
Vardas6427          Pavarde6427         4.37
Vardas1969          Pavarde1969         4.37
Vardas3811          Pavarde3811         4.37
Vardas1106          Pavarde1106         4.37
Vardas469           Pavarde469          4.37
Vardas3815          Pavarde3815         4.37
Vardas8142          Pavarde8142         4.37
Vardas9797          Pavarde9797         4.37
Vardas8840          Pavarde8840         4.37
Vardas9267          Pavarde9267         4.37
Vardas8332          Pavarde8332         4.37
Vardas9157          Pavarde9157         4.37
Vardas2599          Pavarde2599         4.37
Vardas7070          Pavarde7070         4.37
Vardas4746          Pavarde4746         4.37
Vardas9567          Pavarde9567         4.37
Vardas7002          Pavarde7002         4.37
Vardas7839          Pavarde7839         4.37
Vardas4976          Pavarde4976         4.37
Vardas4149          Pavarde4149         4.37
Vardas8631          Pavarde8631         4.37
Vardas8420          Pavarde8420         4.37
Vardas1853          Pavarde1853         4.37
Vardas1340          Pavarde1340         4.37
Vardas4728          Pavarde4728         4.39
Vardas1473          Pavarde1473         4.39
Vardas2027          Pavarde2027         4.39
Vardas9375          Pavarde9375         4.39
Vardas5630          Pavarde5630         4.39
Vardas102           Pavarde102          4.39
Vardas2956          Pavarde2956         4.39
Vardas6042          Pavarde6042         4.39
Vardas6386          Pavarde6386         4.39
Vardas8940          Pavarde8940         4.39
Vardas330           Pavarde330          4.39
Vardas2690          Pavarde2690         4.39
Vardas865           Pavarde865          4.39
Vardas9648          Pavarde9648         4.39
Vardas9064          Pavarde9064         4.39
Vardas3591          Pavarde3591         4.39
Vardas2842          Pavarde2842         4.40
Vardas6849          Pavarde6849         4.40
Vardas4466          Pavarde4466         4.40
Vardas2629          Pavarde2629         4.40
Vardas3428          Pavarde3428         4.40
Vardas5663          Pavarde5663         4.40
